time (s)	paretic Fap (N)	paretic Fvert (N)	paretic CPap (m)	non-paretic Fap (N)	non-paretic Fvert (N)	non-paretic CPap (m)
0.520000	4.351059	509.142853	0.239053	0.809557	384.904907	0.226852
0.530000	4.580884	508.587494	0.239099	0.937503	384.322479	0.226882
0.540000	4.564199	508.008087	0.239196	1.039216	383.959747	0.226988
0.550000	4.409188	508.560638	0.239245	0.865246	384.290833	0.227196
0.560000	4.630401	508.230652	0.239304	1.058545	383.814239	0.227339
0.570000	4.482926	508.625641	0.239358	1.066370	383.900909	0.227520
0.580000	4.717594	508.160126	0.239453	1.267033	383.334076	0.227693
0.590000	4.495305	509.038055	0.239535	1.211344	383.756104	0.227924
0.600000	4.571734	508.660828	0.239629	1.146911	383.642334	0.228035
0.610000	4.664309	508.457123	0.239791	1.436860	383.734100	0.228264
0.620000	4.636321	509.008545	0.239876	1.347114	384.204468	0.228527
0.630000	4.755270	508.443115	0.240012	1.443304	384.091827	0.228640
0.640000	4.745044	508.927368	0.240127	1.455270	384.488983	0.228892
0.650000	4.938269	508.291138	0.240214	1.669740	384.114075	0.229080
0.660000	4.665924	508.848938	0.240329	1.495771	384.671204	0.229284
0.670000	4.885522	508.072357	0.240472	1.754884	384.178101	0.229454
0.680000	4.967334	507.737335	0.240540	1.757186	383.940674	0.229573
0.690000	4.896825	507.834290	0.240586	1.652251	384.067444	0.229667
0.700000	5.050759	507.372894	0.240650	1.743839	383.641144	0.229723
0.710000	5.023309	507.697083	0.240684	1.626938	383.703583	0.229781
0.720000	5.160558	507.029327	0.240616	1.774675	383.081177	0.229716
0.730000	4.856458	507.909058	0.240666	1.599784	383.704163	0.229832
0.740000	5.064753	507.340851	0.240636	1.732333	383.250519	0.229753
0.750000	5.064215	507.401062	0.240566	1.659155	383.214661	0.229701
0.760000	5.049683	507.942871	0.240532	1.581835	383.662323	0.229638
0.770000	5.068521	507.785706	0.240478	1.622336	383.569550	0.229564
0.780000	4.884984	508.425659	0.240448	1.479202	384.087585	0.229497
0.790000	5.059371	508.028656	0.240337	1.712082	383.560120	0.229405
0.800000	4.674536	509.244446	0.240322	1.417070	384.346161	0.229488
0.810000	4.844078	508.838257	0.240166	1.509118	384.058594	0.229330
0.820000	4.682071	509.092377	0.240173	1.429957	384.192657	0.229321
0.830000	4.695527	509.238586	0.240151	1.464935	384.369171	0.229303
0.840000	4.611025	508.902466	0.240122	1.437321	384.076294	0.229316
0.850000	4.578193	509.068512	0.240114	1.435940	384.335144	0.229267
0.860000	4.831699	508.384521	0.240145	1.611290	383.596802	0.229159
0.870000	4.433947	509.122223	0.240115	1.220549	384.269714	0.229170
0.880000	4.623404	508.231812	0.240131	1.416150	383.825684	0.229189
0.890000	4.442020	508.305695	0.240028	1.313977	383.939758	0.229168
0.900000	4.305310	508.167664	0.240031	1.230214	383.692139	0.229024
0.910000	4.342447	508.063965	0.240053	1.258288	383.581879	0.229114
0.920000	4.211119	508.303009	0.240039	1.122518	383.677490	0.229170
0.930000	4.369359	507.654663	0.240021	1.255987	383.109558	0.229063
0.940000	4.036194	508.710693	0.240087	1.013902	383.500305	0.229171
0.950000	4.271401	508.258667	0.240036	1.131263	383.070648	0.229150
0.960000	4.170214	508.727966	0.240083	1.041977	383.216125	0.229119
0.970000	4.332759	508.811798	0.240143	1.076955	383.082581	0.229150
0.980000	4.345677	509.212463	0.240154	1.162559	383.191864	0.229212
0.990000	4.331683	509.658630	0.240169	1.137706	383.365814	0.229151
1.000000	4.585190	509.222870	0.240179	1.454349	383.006012	0.229188
1.010000	4.384429	510.376739	0.240212	1.270255	383.718658	0.229246
1.020000	4.684762	509.463745	0.240195	1.500833	382.926453	0.229073
1.030000	4.872067	509.175140	0.240183	1.618194	382.508118	0.229046
1.040000	5.009315	508.727386	0.240175	1.804590	382.039581	0.229070
1.050000	4.925890	508.667236	0.240185	1.724969	381.716278	0.228987
1.060000	4.937193	508.685974	0.240129	1.757646	381.392548	0.228979
1.070000	5.157329	507.805450	0.240183	1.991907	380.882080	0.228975
1.080000	4.823088	508.332367	0.240115	1.669740	381.092163	0.228915
1.090000	5.084130	507.578156	0.240115	1.868103	380.637939	0.228822
1.100000	4.844617	508.019257	0.240079	1.690451	380.877960	0.228800
1.110000	4.919431	507.675995	0.240007	1.647189	380.524536	0.228564
1.120000	4.791870	507.995758	0.239943	1.533510	380.759949	0.228544
1.130000	4.731588	507.945435	0.239909	1.515561	380.792542	0.228453
1.140000	4.900593	507.549316	0.239827	1.616353	380.559784	0.228399
1.150000	4.583037	508.232483	0.239890	1.368285	381.463409	0.228496
1.160000	4.887137	507.768005	0.239865	1.634762	381.152466	0.228531
1.170000	4.637398	508.226227	0.239886	1.518783	381.606537	0.228598
1.180000	4.825241	507.808136	0.239909	1.623256	381.476776	0.228640
1.190000	4.648163	508.267975	0.239925	1.611751	381.897125	0.228761
1.200000	4.684224	508.024536	0.239931	1.636143	381.743744	0.228806
1.210000	4.830085	507.698669	0.239962	1.877307	381.306641	0.228865
1.220000	4.558816	508.340942	0.240054	1.674803	381.808258	0.228940
1.230000	4.819858	507.816284	0.240095	1.816096	381.299774	0.228995
1.240000	4.630939	508.244263	0.240057	1.668820	381.491180	0.229033
1.250000	4.943113	507.909058	0.240114	1.936218	380.754639	0.228952
1.260000	4.678842	508.319824	0.240139	1.692752	381.237762	0.229003
1.270000	4.951725	508.138184	0.240142	1.813795	380.938782	0.228970
1.280000	5.060986	507.994049	0.240117	1.846472	380.525482	0.228942
1.290000	4.742891	508.690338	0.239994	1.578153	381.121460	0.228872
1.300000	4.878525	508.406189	0.239941	1.740617	380.814819	0.228826
1.310000	4.797791	508.904358	0.239912	1.638444	381.338379	0.228865
1.320000	4.945266	508.517059	0.239791	1.739696	380.791992	0.228793
1.330000	4.759038	509.096893	0.239762	1.573091	381.599854	0.228760
1.340000	4.911358	508.677124	0.239690	1.637984	381.485474	0.228786
1.350000	4.946881	508.328796	0.239573	1.607608	381.536804	0.228729
1.360000	4.833314	508.589325	0.239602	1.422593	382.257996	0.228686
1.370000	4.905437	508.084351	0.239507	1.528448	381.932800	0.228756
1.380000	4.819858	508.386200	0.239416	1.238038	382.395508	0.228716
1.390000	5.014698	507.594574	0.239427	1.441003	381.835052	0.228679
1.400000	4.809093	508.385468	0.239418	1.170843	382.445190	0.228782
1.410000	4.899516	507.887970	0.239415	1.124359	381.896332	0.228677
1.420000	4.923198	507.792572	0.239414	1.120677	381.765900	0.228727
1.430000	4.749350	508.361664	0.239413	0.991351	382.054535	0.228802
1.440000	4.750965	508.038452	0.239384	0.979385	381.470062	0.228738
1.450000	4.476467	508.460602	0.239417	0.882735	381.908447	0.228825
1.460000	4.739662	507.955933	0.239423	0.998715	381.257935	0.228840
1.470000	4.437714	508.702393	0.239471	0.803114	382.092072	0.228889
1.480000	4.649777	508.437958	0.239546	0.899764	381.750305	0.228877
1.490000	4.747197	508.526733	0.239605	1.000556	381.813965	0.228915
1.500000	4.698218	508.902740	0.239684	0.949009	382.195892	0.228956
1.510000	4.851614	508.757996	0.239747	0.980305	381.927704	0.228978
1.520000	4.802097	509.281189	0.239808	0.988589	382.434357	0.229103
1.530000	5.062601	508.771271	0.239790	1.162559	381.809570	0.229042
1.540000	4.747736	509.814453	0.239892	1.017584	382.350494	0.229247
1.550000	4.964104	509.290527	0.239970	1.263351	381.743683	0.229306
1.560000	4.946343	509.347595	0.240017	1.293727	381.546448	0.229427
1.570000	4.929657	509.614624	0.240094	1.459872	381.212555	0.229451
1.580000	5.037842	509.342499	0.240264	1.497612	381.058716	0.229592
1.590000	5.012007	509.861664	0.240286	1.536732	380.994446	0.229632
1.600000	5.211691	509.277679	0.240366	1.674343	380.211975	0.229544
1.610000	4.947419	510.394135	0.240474	1.486106	380.752747	0.229631
1.620000	5.064215	509.726715	0.240524	1.484265	380.251923	0.229598
1.630000	5.132032	509.742371	0.240646	1.458952	380.367767	0.229599
1.640000	5.051298	509.788788	0.240778	1.417991	380.431244	0.229636
1.650000	5.070674	509.627380	0.240810	1.325023	380.471222	0.229672
1.660000	4.903284	509.825134	0.240867	1.395439	380.735138	0.229721
1.670000	5.242908	509.238464	0.240921	1.581835	380.314545	0.229813
1.680000	4.835467	510.222565	0.240957	1.331006	381.198395	0.229902
1.690000	5.047530	509.409424	0.241030	1.490248	380.718781	0.229946
1.700000	5.069597	509.577148	0.241120	1.531209	381.141815	0.229956
1.710000	5.033536	509.442047	0.241114	1.468617	381.004822	0.229961
1.720000	5.113194	509.396240	0.241222	1.494390	381.192963	0.230026
1.730000	5.107812	509.554596	0.241354	1.572630	381.357513	0.230131
1.740000	5.430750	508.824341	0.241327	1.629700	380.673248	0.230080
1.750000	5.030845	509.443329	0.241421	1.447906	381.446472	0.230117
1.760000	5.457662	508.830170	0.241426	1.611290	380.948608	0.230088
1.770000	5.259593	508.873627	0.241419	1.533050	381.231201	0.230049
1.780000	5.348401	508.690643	0.241426	1.523845	381.204010	0.229968
1.790000	5.318260	508.439575	0.241457	1.558363	381.601044	0.230059
1.800000	5.183702	508.049194	0.241423	1.475520	381.911163	0.230035
1.810000	5.428060	507.119049	0.241438	1.657314	381.580597	0.230003
1.820000	5.083053	507.771576	0.241503	1.382553	382.738861	0.230166
1.830000	5.298884	507.024445	0.241483	1.540874	382.444702	0.230064
1.840000	5.106197	507.354462	0.241544	1.565727	382.714050	0.230120
1.850000	5.221917	507.104919	0.241542	1.598864	382.458588	0.230232
1.860000	5.125035	507.240356	0.241534	1.445605	382.650024	0.230285
1.870000	5.055603	507.162628	0.241569	1.458952	382.732056	0.230278
1.880000	5.349477	506.493622	0.241580	1.673422	382.336700	0.230298
1.890000	4.973254	507.316925	0.241595	1.430877	383.021667	0.230401
1.900000	5.262284	506.912964	0.241548	1.656854	382.522614	0.230409
1.910000	5.158405	507.262604	0.241593	1.600245	382.844879	0.230493
1.920000	5.308034	507.028564	0.241493	1.824380	382.655640	0.230402
1.930000	5.190699	507.288300	0.241526	1.658234	383.058258	0.230396
1.940000	5.267128	507.305573	0.241533	1.857057	382.919983	0.230442
1.950000	5.450665	506.574310	0.241434	1.865341	382.677094	0.230311
1.960000	5.168632	507.170227	0.241468	1.651331	383.516327	0.230327
1.970000	5.332254	506.552979	0.241381	1.875466	383.062561	0.230342
1.980000	5.325795	506.676208	0.241390	1.786641	383.466461	0.230235
1.990000	5.339789	506.112732	0.241359	1.901700	383.158997	0.230201
2.000000	5.262823	506.260071	0.241419	1.654553	383.835876	0.230173
2.010000	5.302113	505.906281	0.241378	1.676644	383.725006	0.230074
2.020000	5.292964	506.006683	0.241418	1.516021	383.841492	0.230044
2.030000	4.823088	507.271759	0.241520	1.127121	385.067413	0.230104
2.040000	4.896825	507.001129	0.241472	1.148292	384.723358	0.229992
2.050000	4.770341	507.317291	0.241538	1.005158	385.041107	0.229963
2.060000	4.907590	506.866089	0.241507	1.202600	384.472443	0.229867
2.070000	4.734279	507.506378	0.241552	0.864325	384.900757	0.229888
2.080000	4.753118	507.181885	0.241600	1.040136	384.555725	0.229783
2.090000	4.984019	506.930389	0.241611	1.033693	384.114105	0.229829
2.100000	4.740738	507.373077	0.241601	0.872149	384.472168	0.229803
2.110000	4.917817	506.853333	0.241560	1.027710	383.948395	0.229753
2.120000	4.878525	507.140930	0.241615	1.032312	384.218201	0.229862
2.130000	5.030845	506.430115	0.241530	1.164400	383.879578	0.229831
2.140000	4.819320	507.003937	0.241563	1.008840	384.543060	0.229802
2.150000	4.905975	506.800812	0.241510	1.156576	384.618256	0.229831
2.160000	4.998012	506.680054	0.241392	1.084319	384.820038	0.229735
2.170000	4.744506	507.131775	0.241336	1.016664	385.506012	0.229759
2.180000	4.915125	506.771484	0.241294	1.162099	385.575226	0.229716
2.190000	4.722439	507.144745	0.241233	0.960975	386.147827	0.229669
2.200000	4.943113	506.415253	0.241130	1.107791	385.948822	0.229571
2.210000	4.710059	507.076538	0.241152	0.838092	386.720551	0.229612
2.220000	4.863993	506.368500	0.241063	0.985368	386.447845	0.229502
2.230000	4.883369	506.099121	0.241009	0.954532	386.288239	0.229463
2.240000	4.791870	506.051575	0.241008	0.891940	386.567596	0.229516
2.250000	4.901131	505.260681	0.240956	0.950390	385.949707	0.229432
2.260000	4.747736	505.278625	0.241024	0.888258	386.054962	0.229461
2.270000	5.028153	504.170807	0.240983	1.201219	385.311127	0.229428
2.280000	4.779491	504.529327	0.240968	0.924156	385.989410	0.229445
2.290000	4.933425	504.007080	0.240912	1.102728	385.523437	0.229370
2.300000	4.949572	504.141022	0.240866	1.077415	385.407318	0.229345
2.310000	4.800482	504.499176	0.240767	1.013902	385.743011	0.229258
2.320000	4.893058	504.449921	0.240651	1.084779	385.583893	0.229186
2.330000	4.794023	504.974854	0.240602	1.027249	386.127258	0.229185
2.340000	4.902746	504.619904	0.240457	1.206282	385.804871	0.229075
2.350000	4.676151	505.716705	0.240391	0.908508	386.438751	0.229050
2.360000	4.850537	505.486359	0.240313	1.113774	386.112030	0.228925
2.370000	4.844617	505.514404	0.240217	1.051642	386.062927	0.228803
2.380000	4.778414	505.499329	0.240169	0.889178	386.267059	0.228688
2.390000	4.845155	505.116882	0.240099	1.001016	385.891632	0.228657
2.400000	4.617483	505.045593	0.240020	0.795290	386.133759	0.228544
2.410000	4.827394	504.268341	0.239894	0.884576	385.419312	0.228386
2.420000	4.436638	504.914978	0.239862	0.658139	386.024414	0.228370
2.430000	4.535672	504.169617	0.239733	0.729016	385.598969	0.228135
2.440000	4.462473	504.046234	0.239655	0.610735	385.732147	0.228037
2.450000	4.436099	504.268951	0.239663	0.563330	386.060211	0.227983
2.460000	4.503917	504.218018	0.239625	0.592785	386.325897	0.227910
2.470000	4.366129	504.775116	0.239656	0.522369	386.865692	0.227885
2.480000	4.797253	504.342712	0.239645	0.779182	386.705841	0.227809
2.490000	4.454399	505.316162	0.239710	0.504880	387.401001	0.227782
2.500000	4.590034	505.089600	0.239664	0.537097	387.028778	0.227684
2.510000	4.621789	505.384857	0.239745	0.568393	387.203644	0.227805
2.520000	4.604566	505.389343	0.239737	0.604752	386.958344	0.227700
2.530000	4.637936	505.311676	0.239737	0.664122	386.557983	0.227665
2.540000	4.703600	505.468048	0.239809	0.592325	386.694855	0.227665
2.550000	4.937731	504.580719	0.239757	0.839012	385.870575	0.227545
2.560000	4.569043	505.151550	0.239808	0.445510	386.288757	0.227563
2.570000	4.809093	504.416107	0.239786	0.742823	385.356659	0.227557
2.580000	4.672921	504.724243	0.239702	0.561950	385.128143	0.227518
2.590000	4.666462	504.550385	0.239674	0.560569	384.798035	0.227380
2.600000	4.756885	504.834961	0.239652	0.630525	384.592255	0.227419
2.610000	4.647624	505.128113	0.239626	0.548142	384.632538	0.227351
2.620000	4.907052	504.756805	0.239547	0.870308	384.361694	0.227234
2.630000	4.553434	506.165741	0.239509	0.571615	385.202942	0.227314
2.640000	4.782721	506.057220	0.239336	0.711987	385.213135	0.227174
2.650000	4.628786	506.778107	0.239291	0.603371	385.862976	0.227100
2.660000	4.646548	507.199310	0.239179	0.670105	385.998932	0.227012
2.670000	4.570657	507.753296	0.239073	0.627764	386.484314	0.226858
2.680000	4.460858	508.309326	0.238988	0.447811	386.816925	0.226775
2.690000	4.722977	507.972839	0.238900	0.661821	386.523987	0.226652
2.700000	4.420491	508.888763	0.238868	0.345638	387.006775	0.226629
2.710000	4.563660	507.940643	0.238812	0.422037	386.057373	0.226512
2.720000	4.531905	507.941681	0.238897	0.333212	385.885803	0.226509
2.730000	4.727821	507.245972	0.238865	0.435845	385.243774	0.226389
2.740000	4.556663	506.950836	0.238899	0.329530	384.693115	0.226365
2.750000	4.624480	506.451202	0.238906	0.363127	384.430542	0.226333
2.760000	4.801558	505.718292	0.238895	0.447811	383.779816	0.226208
2.770000	4.347830	506.421875	0.238864	0.095729	384.314514	0.226177
2.780000	4.605642	505.992035	0.238836	0.327689	383.663116	0.226122
2.790000	4.365591	506.340118	0.238827	0.187317	384.180267	0.226054
2.800000	4.466779	506.293121	0.238752	0.187777	384.042358	0.225923
2.810000	4.394118	507.011444	0.238722	0.170748	384.748962	0.225985
2.820000	4.292392	507.528351	0.238632	0.130707	384.957367	0.225957
2.830000	4.424258	507.537323	0.238604	0.270619	384.924988	0.225911
2.840000	4.178287	508.592560	0.238634	0.114599	385.894012	0.226040
2.850000	4.394118	508.069977	0.238663	0.165225	385.606323	0.226040
2.860000	4.228881	508.514648	0.238687	0.017489	386.011414	0.226148
2.870000	4.403806	507.943207	0.238776	0.214010	385.807343	0.226328
2.880000	4.299927	508.426544	0.238837	0.111377	386.264771	0.226461
2.890000	4.320918	508.099976	0.238954	0.179492	385.900909	0.226688
2.900000	4.551819	507.424286	0.239143	0.499818	385.459503	0.226879
2.910000	4.342447	507.885406	0.239253	0.267858	385.840576	0.227203
2.920000	4.504993	507.207825	0.239389	0.533415	385.085419	0.227317
2.930000	4.401114	507.725128	0.239548	0.475425	385.103973	0.227596
2.940000	4.645472	507.129486	0.239659	0.734999	384.463318	0.227642
2.950000	4.435561	507.693512	0.239721	0.537097	384.847809	0.227788
2.960000	4.611563	507.852722	0.239832	0.773198	384.290619	0.227873
2.970000	4.773032	507.683441	0.239850	0.864786	384.079651	0.227928
2.980000	4.557202	508.476349	0.239931	0.624542	384.435699	0.227986
2.990000	4.812323	508.310028	0.239943	0.919554	384.181244	0.228024
3.000000	4.725668	508.908447	0.239946	0.796210	384.569672	0.228084
3.010000	4.959260	508.450256	0.239934	1.023567	384.298584	0.228048
3.020000	4.761191	509.198029	0.239922	0.875831	385.159485	0.228101
3.030000	4.830085	508.964111	0.239901	0.954532	385.020996	0.227991
3.040000	4.957107	508.881805	0.239818	0.967419	385.032166	0.227972
3.050000	4.731050	509.430756	0.239844	0.767215	385.400543	0.227927
3.060000	4.848923	508.852966	0.239806	0.827506	385.222534	0.227948
3.070000	4.652468	509.288422	0.239731	0.752028	385.289398	0.227819
3.080000	4.911896	508.439545	0.239732	0.848217	384.800171	0.227812
3.090000	4.592187	509.114563	0.239721	0.642951	385.388367	0.227816
3.100000	4.666462	508.450897	0.239687	0.659520	384.959625	0.227680
3.110000	4.776800	508.085052	0.239642	0.733618	384.786041	0.227706
3.120000	4.519525	508.273956	0.239652	0.584041	384.993988	0.227653
3.130000	4.636321	507.836212	0.239622	0.534796	384.513153	0.227600
3.140000	4.601875	508.084930	0.239654	0.478186	384.957672	0.227539
3.150000	4.821473	507.364838	0.239620	0.557347	384.344452	0.227523
3.160000	4.465164	508.112183	0.239664	0.217232	385.151947	0.227482
3.170000	4.725668	507.597076	0.239664	0.532494	384.814423	0.227482
3.180000	4.697142	507.721191	0.239673	0.391662	385.005096	0.227514
3.190000	4.567966	508.158112	0.239756	0.314342	385.372528	0.227464
3.200000	4.703062	508.244171	0.239765	0.419276	385.477875	0.227543
3.210000	4.592187	508.789337	0.239837	0.358525	385.982147	0.227660
3.220000	4.790256	508.209564	0.239840	0.562870	385.511353	0.227614
3.230000	4.585190	509.198395	0.239927	0.359445	386.403931	0.227784
3.240000	4.700371	508.761505	0.239971	0.478647	386.019836	0.227737
3.250000	4.727821	508.858643	0.239961	0.466220	386.052856	0.227838
3.260000	4.698756	509.200806	0.240048	0.423878	386.058655	0.227867
3.270000	4.775723	509.058868	0.240027	0.569774	385.883484	0.228001
3.280000	4.608333	509.206970	0.240068	0.376014	386.023712	0.227961
3.290000	4.859149	508.380341	0.240052	0.694498	385.245270	0.227982
3.300000	4.481311	508.863342	0.240106	0.401787	385.941681	0.228083
3.310000	4.728897	507.850189	0.240111	0.618098	385.225342	0.227929
3.320000	4.657851	507.707062	0.240089	0.550444	385.311615	0.228048
3.330000	4.646548	507.731323	0.240124	0.558728	385.299500	0.228057
3.340000	4.532443	507.649933	0.240044	0.505340	384.979706	0.228089
3.350000	4.348906	507.787140	0.240147	0.527892	385.370300	0.228170
3.360000	4.616945	507.263092	0.240152	0.650775	384.937683	0.228197
3.370000	4.225113	508.368774	0.240184	0.381537	385.654144	0.228285
3.380000	4.479696	507.944611	0.240283	0.584041	385.239136	0.228387
3.390000	4.410265	508.381592	0.240311	0.561029	385.534454	0.228443
3.400000	4.348368	508.426392	0.240351	0.549063	385.583008	0.228479
3.410000	4.354827	508.656555	0.240440	0.600609	385.835541	0.228569
3.420000	4.254177	508.993622	0.240510	0.568853	386.134003	0.228687
3.430000	4.482926	508.586578	0.240525	0.785625	385.890106	0.228690
3.440000	4.228881	509.256042	0.240679	0.557807	386.655304	0.228902
3.450000	4.519525	508.803619	0.240733	0.855121	386.040131	0.228864
3.460000	4.440944	508.455872	0.240804	0.733618	386.250366	0.229015
3.470000	4.631477	508.185547	0.240997	0.909429	385.940521	0.229110
3.480000	4.551819	508.203979	0.241028	0.856501	385.893341	0.229242
3.490000	4.531366	508.033630	0.241120	0.773659	385.808014	0.229303
3.500000	4.769803	507.625885	0.241128	0.988589	385.071136	0.229371
3.510000	4.493690	508.322601	0.241236	0.838552	385.646515	0.229589
3.520000	4.684762	507.819580	0.241275	0.962816	384.957306	0.229566
3.530000	4.663233	508.271362	0.241331	0.941185	384.956940	0.229717
3.540000	4.709521	508.112244	0.241349	1.032772	384.750000	0.229795
3.550000	4.670230	508.492187	0.241360	0.935662	384.820892	0.229855
3.560000	4.714365	508.583130	0.241408	1.068210	384.905670	0.229939
3.570000	5.015774	508.277740	0.241426	1.194315	384.490631	0.229908
3.580000	4.700371	509.068665	0.241443	0.922776	385.193420	0.230039
3.590000	4.988324	508.509155	0.241463	1.161178	384.715515	0.230009
3.600000	4.792947	508.647308	0.241408	1.081097	385.241455	0.230049
3.610000	4.978636	508.244659	0.241331	1.185111	384.908844	0.230109
3.620000	4.807479	508.709167	0.241330	1.071432	385.332764	0.230091
3.630000	4.698218	508.343018	0.241257	1.130342	385.207062	0.230134
3.640000	4.824164	508.015015	0.241154	1.157036	384.883820	0.230090
3.650000	4.470546	508.766785	0.241195	0.969720	385.253448	0.230134
3.660000	4.664309	508.218201	0.241065	1.144610	384.711731	0.230194
3.670000	4.511990	508.569305	0.241018	1.041517	384.590210	0.230195
3.680000	4.696065	508.028015	0.240993	1.145070	384.183899	0.230221
3.690000	4.529213	508.680481	0.240935	1.067750	384.519409	0.230188
3.700000	4.468394	508.344055	0.240805	1.013442	384.160522	0.230145
3.710000	4.650316	508.060486	0.240723	1.165781	384.089722	0.230122
3.720000	4.296698	508.565613	0.240678	0.945787	384.688110	0.230129
3.730000	4.438253	508.108673	0.240516	1.056244	384.408173	0.229993
3.740000	4.298313	508.350769	0.240471	0.905747	384.782013	0.229933
3.750000	4.438791	507.808685	0.240383	1.027710	384.720154	0.229888
3.760000	4.156219	508.437561	0.240213	0.741442	385.193512	0.229818
3.770000	4.194972	508.101654	0.240156	0.810478	385.019104	0.229782
3.780000	4.186899	508.266968	0.240005	0.825665	384.663147	0.229767
3.790000	3.972144	509.002228	0.240035	0.553205	384.948975	0.229692
3.800000	4.163755	508.871521	0.240055	0.741442	384.432404	0.229729
3.810000	4.057723	509.485382	0.240141	0.604291	384.535950	0.229659
3.820000	4.338680	509.024963	0.240086	0.781022	383.869324	0.229539
3.830000	4.035118	509.675446	0.240176	0.616718	384.263519	0.229651
3.840000	4.280551	509.580109	0.240175	0.679770	383.762817	0.229639
3.850000	4.186360	509.427948	0.240171	0.735459	383.544159	0.229541
3.860000	4.109932	509.916748	0.240168	0.577137	383.653442	0.229535
3.870000	4.201431	509.700165	0.240188	0.657219	383.315704	0.229480
3.880000	3.970530	510.254425	0.240131	0.479107	383.272461	0.229439
3.890000	4.212195	509.638184	0.240148	0.554126	382.690247	0.229352
3.900000	3.971606	510.635132	0.240187	0.225516	383.438110	0.229402
3.910000	3.956536	510.317230	0.240171	0.308359	382.836517	0.229370
3.920000	4.098091	510.474518	0.240193	0.346098	382.777679	0.229445
3.930000	3.985600	510.746552	0.240270	0.327689	383.131531	0.229557
3.940000	3.998518	510.412170	0.240258	0.457476	382.851715	0.229634
