time (s)	paretic Fap (N)	paretic Fvert (N)	paretic CPap (m)	non-paretic Fap (N)	non-paretic Fvert (N)	non-paretic CPap (m)
0.000000	1.722339	265.291260	0.264838	0.499357	367.675171	0.237743
0.010000	1.513505	266.149933	0.264991	0.268778	368.470306	0.237662
0.020000	1.692198	265.780396	0.264973	0.372332	368.018921	0.237483
0.030000	1.711036	265.548584	0.265122	0.310660	367.950684	0.237262
0.040000	1.641604	265.680542	0.265233	0.312961	368.005646	0.237286
0.050000	1.721263	265.497070	0.265178	0.341956	367.352173	0.237071
0.060000	1.537726	265.903076	0.265179	0.017949	367.109924	0.236870
0.070000	1.797153	265.489960	0.264967	0.212630	366.039703	0.236719
0.080000	1.394018	266.046692	0.265044	-0.073638	366.674255	0.236695
0.090000	1.528576	265.642151	0.265123	0.008745	366.181091	0.236395
0.100000	1.632993	265.917847	0.265229	-0.062592	366.240967	0.236353
0.110000	1.554411	266.194489	0.265137	-0.178112	366.427246	0.236269
0.120000	1.619537	266.271973	0.265021	-0.197902	366.060425	0.236148
0.130000	1.468294	266.697266	0.264994	-0.425719	366.256775	0.236083
0.140000	1.749789	266.146332	0.264825	-0.143134	365.665710	0.235973
0.150000	1.242237	266.583740	0.264862	-0.544921	366.370361	0.235854
0.160000	1.589396	266.033203	0.265022	-0.291330	366.104004	0.235757
0.170000	1.550643	265.796753	0.265022	-0.357144	366.269958	0.235570
0.180000	1.602852	265.767395	0.264970	-0.511784	366.425629	0.235510
0.190000	1.717495	265.404083	0.265279	-0.473124	366.721008	0.235339
0.200000	1.637837	265.580811	0.265328	-0.597388	367.192230	0.235372
0.210000	1.790156	265.052795	0.265311	-0.476806	366.699951	0.235221
0.220000	1.581323	265.968628	0.265407	-0.697720	367.493073	0.235242
0.230000	1.746021	265.428894	0.265336	-0.511324	367.065521	0.235204
0.240000	1.696504	265.722473	0.265212	-0.608434	367.048340	0.235114
0.250000	1.660981	265.869537	0.265090	-0.616258	366.873718	0.235197
0.260000	1.702424	265.425507	0.265237	-0.461158	367.078033	0.235193
0.270000	1.646448	265.771057	0.265358	-0.742823	367.213654	0.235103
0.280000	1.918255	265.310455	0.265253	-0.540779	366.704834	0.235086
0.290000	1.519964	266.133026	0.265099	-0.727635	367.151703	0.235326
0.300000	1.744406	265.424988	0.265103	-0.531574	366.870453	0.235405
0.310000	1.673898	265.265259	0.265278	-0.468982	367.232483	0.235530
0.320000	1.634069	265.442047	0.265251	-0.410071	367.219269	0.235721
0.330000	1.631916	265.578979	0.265029	-0.458856	367.104523	0.235811
0.340000	1.520502	265.669312	0.265318	-0.471283	367.637726	0.236002
0.350000	1.916102	265.546112	0.265129	-0.216311	366.954041	0.236213
0.360000	1.466679	266.154755	0.265171	-0.475885	367.608185	0.236524
0.370000	1.650754	265.370728	0.265271	-0.109997	367.270325	0.236745
0.380000	1.528576	265.551056	0.265183	-0.060751	367.190826	0.237082
0.390000	1.436000	265.583893	0.264994	0.023932	366.923248	0.237222
0.400000	1.566252	265.669159	0.265001	-0.075479	366.714600	0.237457
0.410000	1.494667	265.615723	0.265079	-0.017029	367.185577	0.237575
0.420000	1.730951	265.044159	0.264921	0.147736	366.613190	0.237572
0.430000	1.396171	265.552734	0.265100	-0.130707	367.566406	0.237762
0.440000	1.672822	264.573303	0.265279	0.182254	367.513641	0.237988
0.450000	1.657213	264.286987	0.265392	0.236102	368.160065	0.238359
0.460000	1.643757	263.720093	0.265489	0.555046	368.719879	0.238867
0.470000	1.712113	263.355469	0.265532	1.009760	369.306030	0.239476
0.480000	1.613616	263.114258	0.265641	1.017124	369.837128	0.239877
0.490000	1.968311	262.339966	0.265793	1.332387	369.789551	0.240241
0.500000	1.794462	262.722046	0.265815	1.143689	370.904724	0.240652
0.510000	1.979075	261.932983	0.265663	1.385774	370.456421	0.240854
0.520000	1.909643	261.720856	0.265671	1.430417	370.762329	0.241177
0.530000	1.855820	261.235474	0.265756	1.438701	370.903290	0.241316
0.540000	1.930096	260.764923	0.265854	1.461713	371.247589	0.241370
0.550000	1.699733	260.280090	0.265768	1.380251	371.481964	0.241449
0.560000	2.026978	259.500732	0.265743	1.566187	371.284821	0.241469
0.570000	1.578093	259.995514	0.265692	1.189713	372.403229	0.241502
0.580000	1.885961	259.328339	0.265606	1.418451	372.422424	0.241278
0.590000	1.727721	259.316864	0.265921	1.168082	373.118835	0.240999
0.600000	1.906952	259.290192	0.265660	1.090762	373.244324	0.240745
0.610000	1.630840	259.276062	0.265587	1.012982	373.293610	0.240634
0.620000	1.805765	259.015900	0.265666	0.985368	374.005280	0.240389
0.630000	1.932249	258.763306	0.265473	0.988589	373.286896	0.240043
0.640000	1.593164	259.222595	0.265400	0.599229	373.729309	0.239911
0.650000	1.741177	258.767487	0.265314	0.713368	373.196808	0.239536
0.660000	1.686816	259.047302	0.265339	0.392582	373.436707	0.239127
0.670000	1.726645	259.498627	0.265012	0.269239	372.755951	0.238761
0.680000	1.500588	259.760620	0.264936	0.235181	372.734436	0.238479
0.690000	1.572173	260.233398	0.264932	0.044183	372.756378	0.237974
0.700000	1.618999	260.225555	0.264659	0.074098	371.833679	0.237592
0.710000	1.391865	260.891785	0.264755	-0.140372	372.355377	0.237160
0.720000	1.777239	260.789062	0.264716	-0.190998	371.306641	0.236423
0.730000	1.600161	261.036438	0.264532	-0.457476	371.125793	0.235973
0.740000	1.664210	261.106506	0.264522	-0.489692	370.328674	0.235484
