time (s)	paretic Fap (N)	paretic Fvert (N)	paretic CPap (m)	non-paretic Fap (N)	non-paretic Fvert (N)	non-paretic CPap (m)
1.780000	5.226914	508.260132	0.221390	-5.867255	623.434143	0.198163
1.790000	5.435862	507.323334	0.221230	-5.575534	623.936829	0.198058
1.800000	5.173066	507.863464	0.221252	-5.943145	625.691895	0.198069
1.810000	5.292267	507.336395	0.221077	-5.735927	626.003479	0.197979
1.820000	5.155577	507.004730	0.220975	-5.502873	626.418518	0.198048
1.830000	5.118758	507.212372	0.220946	-5.681566	626.920044	0.198047
1.840000	5.210805	506.580475	0.220830	-5.415141	626.521118	0.198070
1.850000	5.018887	506.785736	0.220673	-5.428058	626.661255	0.198177
1.860000	5.260511	506.181824	0.220604	-5.217072	625.595764	0.198093
1.870000	4.962277	506.426453	0.220580	-5.590066	626.218750	0.198016
1.880000	5.202981	505.660095	0.220500	-5.388229	625.502747	0.197891
1.890000	5.398582	505.228241	0.220394	-5.136338	624.673401	0.197788
1.900000	5.116917	505.490875	0.220194	-5.388768	625.280212	0.197635
1.910000	5.184112	505.025940	0.219983	-5.289733	624.628784	0.197429
1.920000	5.110934	505.514343	0.219809	-5.488340	624.786804	0.197275
1.930000	5.103570	505.237976	0.219525	-5.447435	623.973938	0.197011
1.940000	4.784165	505.746368	0.219214	-5.582531	624.291138	0.196903
1.950000	4.903367	505.272858	0.219017	-5.590066	623.865112	0.196605
1.960000	4.766216	504.906494	0.218561	-5.502873	623.234619	0.196385
1.970000	4.363049	505.140472	0.218147	-5.898472	624.021362	0.196030
1.980000	4.489614	504.460815	0.217731	-6.084162	623.049500	0.195572
1.990000	3.987495	504.471710	0.216944	-6.398489	623.483765	0.195180
2.000000	3.197728	504.173737	0.216093	-6.790321	625.178406	0.194890
2.010000	2.682262	504.050415	0.215333	-6.937796	626.897644	0.194603
2.020000	2.303487	504.156738	0.214395	-7.026066	627.876038	0.194309
2.030000	1.997429	503.949829	0.213513	-6.827459	628.289795	0.194118
2.040000	1.444685	504.418854	0.212764	-7.010458	630.435913	0.193999
2.050000	1.341131	503.843109	0.211995	-6.822615	630.899902	0.193676
2.060000	1.036454	504.309814	0.211495	-7.030910	631.867187	0.193414
2.070000	0.929219	504.484467	0.210930	-6.886665	632.305237	0.193245
2.080000	0.752488	505.197662	0.210415	-6.986237	633.104736	0.193103
2.090000	0.690816	505.790100	0.210101	-7.014763	633.430176	0.192954
2.100000	1.019886	505.686279	0.209889	-6.735422	632.981628	0.192906
2.110000	0.838552	507.118958	0.209864	-6.928646	633.286926	0.193039
2.120000	1.108711	506.731232	0.209767	-6.503444	631.472961	0.193110
2.130000	1.244481	507.421173	0.209789	-6.442085	630.307129	0.193306
2.140000	1.329625	507.302063	0.209766	-6.104077	628.911133	0.193541
2.150000	1.382092	507.820374	0.209813	-5.961446	627.859985	0.193654
2.160000	1.475520	508.138153	0.210088	-6.028724	626.864502	0.193814
2.170000	1.961991	508.222961	0.210207	-5.651425	624.917480	0.193971
2.180000	1.689531	509.582672	0.210297	-5.711707	624.902344	0.194222
2.190000	2.098681	509.586578	0.210529	-5.368853	623.231018	0.194336
2.200000	2.078431	509.835815	0.210643	-5.250443	623.033447	0.194525
2.210000	2.290140	509.905945	0.210923	-5.289195	622.298096	0.194622
2.220000	2.350892	510.018646	0.211075	-5.055065	621.964966	0.194882
2.230000	2.383108	509.999603	0.211450	-5.265513	622.258484	0.195018
2.240000	2.806987	509.542633	0.211614	-4.806402	621.956787	0.195221
2.250000	2.772929	510.012512	0.212011	-5.120191	623.698059	0.195491
2.260000	3.183460	509.748871	0.212364	-4.788102	623.387634	0.195704
2.270000	3.161369	510.097961	0.212523	-4.626633	624.316223	0.196062
2.280000	3.255258	510.100586	0.212778	-4.523831	625.436768	0.196340
2.290000	3.326134	510.122437	0.213131	-4.366129	625.849487	0.196588
2.300000	3.234547	510.706543	0.213384	-4.352673	626.451782	0.196977
2.310000	3.560855	509.572662	0.213632	-3.994212	626.161804	0.197264
2.320000	3.529559	510.028931	0.214128	-4.407035	627.391663	0.197503
2.330000	3.911096	509.081207	0.214483	-4.172366	626.503479	0.197753
2.340000	3.981052	508.634247	0.214762	-4.014664	626.061340	0.198081
2.350000	4.062974	508.204498	0.215126	-4.173981	626.200623	0.198189
2.360000	4.248910	507.953400	0.215332	-4.176672	625.232666	0.198302
2.370000	4.031218	508.325745	0.215520	-4.199816	625.130371	0.198516
2.380000	4.071718	507.527740	0.215650	-4.020585	623.839722	0.198582
2.390000	3.741728	508.368103	0.215909	-4.325762	624.054199	0.198773
2.400000	3.845282	507.967163	0.216108	-4.077637	623.204895	0.199020
2.410000	3.835617	507.893402	0.216267	-3.951691	623.163818	0.199297
2.420000	3.670392	508.217529	0.216497	-3.991520	623.486572	0.199641
2.430000	3.810764	507.716919	0.216695	-3.917783	623.742981	0.199872
2.440000	3.735285	507.970947	0.217119	-3.960303	624.253418	0.200082
2.450000	4.142135	507.641479	0.217323	-3.680423	623.327515	0.200281
2.460000	4.036280	508.275238	0.217658	-3.751469	624.289124	0.200575
2.470000	4.328531	507.658020	0.217946	-3.627676	623.742798	0.200548
2.480000	4.524592	507.578949	0.218029	-3.710564	622.950684	0.200554
2.490000	4.386981	507.978088	0.218132	-3.934468	623.450439	0.200442
2.500000	4.569695	507.712250	0.218151	-4.091093	623.014771	0.200147
2.510000	4.439908	508.432739	0.218109	-4.409188	623.372620	0.199926
2.520000	4.589025	508.281067	0.218022	-4.191204	622.860046	0.199781
2.530000	4.243847	509.294891	0.217924	-4.231571	623.693909	0.199806
2.540000	4.329451	508.785583	0.217749	-4.056646	623.827637	0.199643
2.550000	4.544842	508.853607	0.217757	-4.052341	623.527405	0.199449
2.560000	4.315644	509.438812	0.217640	-4.086787	624.642395	0.199342
2.570000	4.554047	509.321991	0.217495	-4.046958	624.086182	0.199102
2.580000	4.442209	509.751129	0.217357	-4.158372	624.833740	0.198890
2.590000	4.593627	509.287292	0.217234	-4.164831	624.493652	0.198399
2.600000	4.489153	510.039398	0.217142	-4.691759	624.639404	0.197890
2.610000	4.668646	509.966339	0.216924	-4.935577	623.826660	0.197327
2.620000	4.727096	509.930145	0.216631	-5.210613	622.422668	0.196568
2.630000	4.413214	511.028320	0.216375	-6.076089	621.807373	0.195703
2.640000	4.370872	511.040710	0.215996	-6.561035	620.212524	0.194779
2.650000	4.079543	511.851929	0.215684	-7.159547	620.085388	0.194036
2.660000	4.018331	511.722809	0.215208	-6.989466	619.602844	0.193556
2.670000	3.635413	511.754028	0.214802	-6.688057	620.609741	0.193440
2.680000	3.597674	511.498322	0.214291	-6.164897	621.252136	0.193299
2.690000	3.431068	510.599579	0.213712	-5.861873	622.225891	0.193153
2.700000	3.172875	511.138306	0.213420	-6.205802	624.368591	0.193030
2.710000	3.410357	510.442963	0.212919	-5.950143	624.738281	0.192840
2.720000	3.076686	510.467834	0.212431	-6.094388	626.283386	0.192814
2.730000	3.066100	510.203369	0.212124	-5.967904	626.614929	0.192710
2.740000	3.029741	510.223785	0.211905	-5.942069	627.432739	0.192719
2.750000	3.059196	509.703979	0.211722	-5.972748	627.852112	0.192669
2.760000	3.401613	509.225616	0.211683	-5.741309	627.256409	0.192682
2.770000	3.190824	509.916534	0.211733	-5.868331	627.854980	0.192806
2.780000	3.508848	509.236053	0.211569	-5.370468	626.962585	0.192870
2.790000	3.423704	509.403137	0.211570	-5.435056	626.650635	0.192991
2.800000	3.447176	509.176666	0.211572	-5.296192	625.740601	0.193001
2.810000	3.462364	509.205200	0.211484	-5.306419	625.033020	0.193043
2.820000	3.287014	508.855042	0.211508	-5.330101	624.918213	0.193034
2.830000	3.584787	508.276886	0.211429	-5.185317	623.768127	0.192985
2.840000	3.053674	508.887970	0.211324	-5.412988	624.418396	0.193066
2.850000	3.276428	507.857147	0.211344	-5.238063	623.674622	0.192851
2.860000	3.341322	508.008026	0.211340	-5.330101	623.719788	0.192821
2.870000	3.333038	507.791138	0.211377	-5.491570	623.676392	0.192599
2.880000	3.431989	507.763672	0.211318	-5.572305	623.840881	0.192400
2.890000	3.379061	508.028534	0.211244	-5.846264	624.405273	0.192253
2.900000	3.515752	507.693207	0.211109	-5.692330	623.973938	0.192023
2.910000	3.145721	508.547241	0.210972	-6.166512	625.691650	0.191948
2.920000	3.224422	508.295715	0.210940	-5.992124	625.359497	0.191751
2.930000	3.055975	509.029602	0.210677	-6.002351	625.291870	0.191740
2.940000	2.763264	509.116241	0.210516	-6.062633	625.608582	0.191690
2.950000	2.891670	509.466949	0.210482	-6.002889	625.104614	0.191632
2.960000	2.655569	510.263397	0.210335	-6.058327	625.274231	0.191723
2.970000	2.752679	509.704346	0.210124	-5.702556	624.602173	0.191727
2.980000	2.626574	510.626953	0.210338	-6.168664	625.485168	0.191751
2.990000	2.863136	510.423431	0.210184	-5.972210	624.335999	0.191767
3.000000	2.634398	510.382172	0.210098	-5.911390	624.529724	0.191777
3.010000	2.604942	510.785034	0.210124	-6.099771	624.785034	0.191788
3.020000	2.652807	510.617706	0.210064	-6.121838	624.457031	0.191697
3.030000	2.501849	510.791962	0.210016	-6.222487	624.899109	0.191834
3.040000	2.825396	510.311157	0.210103	-5.859182	623.895020	0.191778
3.050000	2.466871	510.775513	0.210102	-6.111074	624.573791	0.191927
3.060000	2.656029	510.251404	0.210171	-6.048639	623.622375	0.191818
3.070000	2.701592	509.994019	0.210139	-5.979207	623.129517	0.191952
3.080000	2.734729	509.867859	0.210272	-6.092235	623.062195	0.191836
3.090000	2.808367	509.448364	0.210159	-6.040027	622.440735	0.191858
3.100000	2.696530	509.403778	0.210301	-6.205264	622.863831	0.191790
3.110000	2.905017	508.767334	0.210171	-5.998583	622.039612	0.191713
3.120000	2.639000	509.284058	0.210244	-6.378036	622.685242	0.191647
3.130000	2.809288	509.206543	0.210154	-6.123991	622.248352	0.191618
3.140000	2.779372	508.840240	0.210128	-6.148750	622.596619	0.191464
3.150000	2.757281	509.598022	0.210212	-6.493217	623.526916	0.191375
3.160000	2.804225	509.195068	0.210235	-6.258011	624.096802	0.191436
3.170000	2.822635	509.533813	0.210305	-6.282769	625.018860	0.191566
3.180000	3.149863	508.968201	0.210409	-6.034645	625.025269	0.191620
3.190000	3.036185	509.728241	0.210515	-5.935610	626.175476	0.191952
3.200000	3.285173	509.626312	0.210631	-5.843034	626.007568	0.192016
3.210000	3.394709	509.325226	0.210652	-5.554543	625.602417	0.192163
3.220000	3.315549	510.201294	0.210838	-5.569613	625.605408	0.192314
3.230000	3.497803	509.417450	0.210843	-5.165402	624.880859	0.192363
3.240000	3.411738	509.775085	0.211049	-5.359165	624.914429	0.192342
3.250000	3.579265	509.251312	0.211018	-5.250443	624.566650	0.192343
3.260000	3.542906	509.583954	0.211282	-5.592757	624.550903	0.192281
3.270000	3.461904	509.056305	0.211298	-5.614286	624.167603	0.192289
3.280000	3.816287	508.557587	0.211430	-5.307495	623.796509	0.192329
3.290000	3.457762	508.844727	0.211677	-5.537858	624.807861	0.192379
3.300000	3.576043	508.170959	0.211632	-5.386615	624.334717	0.192396
3.310000	3.640936	508.334656	0.211902	-5.589528	624.682922	0.192388
3.320000	3.690642	507.552277	0.211838	-5.393612	624.567078	0.192430
3.330000	3.553491	507.400116	0.212078	-5.667571	625.411011	0.192381
3.340000	3.628050	506.859558	0.212055	-5.454432	626.054077	0.192377
3.350000	3.741728	506.103027	0.212165	-5.461967	626.139648	0.192269
3.360000	3.453620	506.323456	0.212226	-5.915696	627.781006	0.192222
3.370000	3.546588	505.635529	0.212228	-5.702556	627.599792	0.192208
3.380000	3.429687	505.233704	0.212400	-5.809126	628.748718	0.192227
3.390000	3.473410	504.592682	0.212482	-5.712783	628.670532	0.192360
3.400000	3.382283	504.168365	0.212714	-5.606752	629.875305	0.192510
3.410000	3.417721	503.578461	0.213013	-5.833885	630.310791	0.192605
3.420000	3.648760	502.851624	0.213202	-5.578763	630.006653	0.192740
3.430000	3.327055	503.292694	0.213514	-5.601907	631.171021	0.193050
3.440000	3.555332	501.937592	0.213711	-5.282736	631.114563	0.193198
3.450000	3.596293	501.534882	0.214115	-5.435056	631.882324	0.193341
3.460000	3.813986	500.973816	0.214546	-5.332792	631.768860	0.193492
3.470000	3.900970	500.494080	0.214873	-5.177243	632.064636	0.193652
3.480000	3.878419	499.931580	0.215190	-5.289195	632.613892	0.193833
3.490000	4.372714	498.703064	0.215599	-5.116423	632.496216	0.193764
3.500000	4.397106	499.209137	0.215925	-5.389306	633.568787	0.193954
3.510000	4.717891	497.893707	0.216184	-5.302113	633.479492	0.193821
3.520000	5.010602	498.219971	0.216460	-5.397380	633.772583	0.193777
3.530000	4.892782	498.062561	0.216447	-5.240216	634.439331	0.193811
3.540000	4.884497	498.247009	0.216533	-5.304265	635.119568	0.193682
3.550000	4.965039	498.904816	0.216472	-5.191775	635.869751	0.193717
3.560000	5.235198	498.348846	0.216466	-4.909742	635.617737	0.193552
3.570000	4.884497	499.505127	0.216341	-5.174014	636.776123	0.193516
3.580000	5.156958	498.862152	0.216220	-4.835466	636.522583	0.193421
3.590000	5.242102	499.107880	0.216174	-4.892519	636.548401	0.193215
3.600000	5.122440	499.071808	0.215932	-4.912434	636.329346	0.193032
3.610000	5.114616	499.150360	0.215799	-5.032997	635.463379	0.192724
3.620000	4.979306	499.489349	0.215671	-5.270895	635.326721	0.192300
3.630000	5.038677	499.050507	0.215370	-5.450664	633.310669	0.191716
3.640000	4.728477	499.971313	0.215303	-6.377498	633.387634	0.191083
3.650000	4.725255	499.848450	0.215054	-6.629390	631.666016	0.190393
3.660000	4.694419	500.233734	0.214838	-7.234900	631.189453	0.189910
3.670000	4.486852	500.581390	0.214734	-7.013687	631.836487	0.189717
3.680000	4.586264	500.996277	0.214585	-6.696669	631.818237	0.189754
3.690000	4.336355	501.349548	0.214464	-6.810774	633.027283	0.189760
3.700000	4.525052	501.336792	0.214279	-6.345204	632.730041	0.189828
3.710000	4.245688	502.240875	0.214335	-6.646614	634.509949	0.189950
3.720000	4.438988	501.934906	0.214127	-6.411944	634.211243	0.190008
3.730000	4.404930	501.530731	0.214091	-6.360813	634.600281	0.189991
3.740000	4.257194	501.527344	0.214033	-6.481914	634.807983	0.190015
3.750000	4.333593	500.719086	0.213969	-6.498061	634.280884	0.189911
3.760000	4.263638	500.600830	0.213881	-6.662222	634.587341	0.189916
3.770000	4.256734	499.424103	0.213781	-6.417865	633.602356	0.189835
3.780000	4.010507	499.972015	0.213636	-6.831765	634.171448	0.189812
3.790000	4.085065	499.147949	0.213529	-6.868903	633.352966	0.189625
3.800000	3.812145	498.596191	0.213241	-6.812388	633.304687	0.189567
3.810000	3.657965	499.048828	0.213061	-7.253199	633.425171	0.189435
3.820000	3.498723	498.498016	0.212811	-7.164930	633.218872	0.189276
3.830000	3.115345	498.789368	0.212559	-7.266117	633.686096	0.189265
