time (s)	dominant Fap (N)	dominant Fvert (N)	dominant CPap (m)	non-dominant Fap (N)	non-dominant Fvert (N)	non-dominant CPap (m)
0.000000	4.007840	333.405117	0.222760	-5.631335	359.515196	0.215630
0.010000	4.001185	333.314117	0.222675	-5.500881	359.420636	0.215760
0.020000	3.999479	333.221547	0.222608	-5.375266	359.361320	0.215892
0.030000	4.008955	333.136330	0.222575	-5.258652	359.370066	0.216030
0.040000	4.036006	333.078257	0.222584	-5.153435	359.466919	0.216179
0.050000	4.083958	333.069329	0.222634	-5.058342	359.643634	0.216342
0.060000	4.149574	333.120385	0.222715	-4.967930	359.855114	0.216513
0.070000	4.222267	333.222400	0.222813	-4.875133	360.030091	0.216675
0.080000	4.287574	333.349337	0.222912	-4.776319	360.101455	0.216808
0.090000	4.333491	333.471666	0.223005	-4.675775	360.041248	0.216893
0.100000	4.356071	333.572378	0.223093	-4.585899	359.878730	0.216927
0.110000	4.360991	333.655793	0.223181	-4.521634	359.688290	0.216918
0.120000	4.360353	333.744217	0.223280	-4.491859	359.552396	0.216887
0.130000	4.366802	333.864557	0.223391	-4.493402	359.520555	0.216852
0.140000	4.388141	334.031767	0.223512	-4.512354	359.587494	0.216826
0.150000	4.424606	334.236665	0.223632	-4.532491	359.701184	0.216812
0.160000	4.469231	334.443288	0.223738	-4.545234	359.793047	0.216802
0.170000	4.510556	334.597314	0.223822	-4.554215	359.811055	0.216790
0.180000	4.536761	334.643516	0.223886	-4.571393	359.738375	0.216775
0.190000	4.540236	334.546805	0.223944	-4.607842	359.592259	0.216763
0.200000	4.520997	334.308859	0.224015	-4.665827	359.410491	0.216764
0.210000	4.487006	333.972198	0.224111	-4.737109	359.237004	0.216787
0.220000	4.450410	333.607836	0.224233	-4.807590	359.113293	0.216834
0.230000	4.421198	333.290546	0.224363	-4.864301	359.074322	0.216902
0.240000	4.402050	333.072857	0.224477	-4.900249	359.144458	0.216981
0.250000	4.388091	332.969938	0.224555	-4.914890	359.332294	0.217060
0.260000	4.372324	332.960894	0.224594	-4.910820	359.627851	0.217135
0.270000	4.353510	333.002106	0.224621	-4.889057	360.005660	0.217212
0.280000	4.340971	333.042308	0.224681	-4.845924	360.432476	0.217304
0.290000	4.352336	333.031419	0.224821	-4.774133	360.874436	0.217430
0.300000	4.404693	332.923335	0.225071	-4.668694	361.299834	0.217599
0.310000	4.504133	332.679765	0.225421	-4.534859	361.678917	0.217812
0.320000	4.640050	332.281484	0.225829	-4.392562	361.985461	0.218052
0.330000	4.787808	331.745187	0.226234	-4.272526	362.202551	0.218292
0.340000	4.918418	331.134825	0.226579	-4.203987	362.329485	0.218504
0.350000	5.009949	330.554313	0.226837	-4.200085	362.383932	0.218668
0.360000	5.054832	330.117266	0.227011	-4.249736	362.396537	0.218774
0.370000	5.060073	329.904226	0.227132	-4.321776	362.401091	0.218826
0.380000	5.041582	329.928472	0.227231	-4.379798	362.426379	0.218838
0.390000	5.016590	330.129459	0.227324	-4.399483	362.493127	0.218826
0.400000	4.998079	330.398683	0.227408	-4.378711	362.614154	0.218805
0.410000	4.992759	330.625189	0.227465	-4.335362	362.793243	0.218785
0.420000	5.001596	330.738225	0.227483	-4.295221	363.020691	0.218770
0.430000	5.021067	330.727623	0.227465	-4.277875	363.268438	0.218755
0.440000	5.044249	330.635297	0.227429	-4.288622	363.490483	0.218733
0.450000	5.062298	330.525665	0.227400	-4.319627	363.632479	0.218694
0.460000	5.066982	330.451676	0.227393	-4.357549	363.648880	0.218635
0.470000	5.053728	330.433103	0.227403	-4.391661	363.520576	0.218554
0.480000	5.023371	330.455878	0.227410	-4.417696	363.264092	0.218457
0.490000	4.981071	330.489788	0.227385	-4.436575	362.926937	0.218351
0.500000	4.932889	330.512657	0.227308	-4.450723	362.570853	0.218243
0.510000	4.882618	330.526905	0.227175	-4.461379	362.251228	0.218142
0.520000	4.831518	330.559632	0.227001	-4.468402	362.002490	0.218050
0.530000	4.781188	330.646846	0.226811	-4.471590	361.834768	0.217968
0.540000	4.736747	330.810711	0.226629	-4.471708	361.740003	0.217896
0.550000	4.706713	331.042107	0.226468	-4.470404	361.701187	0.217833
0.560000	4.698398	331.298075	0.226329	-4.469634	361.699217	0.217777
0.570000	4.711472	331.516483	0.226203	-4.471489	361.716001	0.217732
0.580000	4.734470	331.641822	0.226081	-4.478459	361.735764	0.217698
0.590000	4.747625	331.650035	0.225962	-4.493530	361.746625	0.217677
0.600000	4.731378	331.559962	0.225855	-4.519599	361.742550	0.217662
0.610000	4.676129	331.424938	0.225776	-4.558365	361.724349	0.217648
0.620000	4.587719	331.308189	0.225734	-4.609115	361.698662	0.217627
0.630000	4.485615	331.254471	0.225725	-4.667915	361.675097	0.217593
0.640000	4.394950	331.272585	0.225727	-4.727785	361.662552	0.217550
0.650000	4.336745	331.337237	0.225711	-4.780375	361.665910	0.217503
0.660000	4.321013	331.407769	0.225652	-4.818853	361.683834	0.217461
0.670000	4.345192	331.452157	0.225549	-4.840459	361.707984	0.217433
0.680000	4.397363	331.462563	0.225424	-4.846770	361.723979	0.217421
0.690000	4.461762	331.454728	0.225314	-4.841194	361.714957	0.217421
0.700000	4.523877	331.453737	0.225252	-4.825613	361.668353	0.217428
0.710000	4.573533	331.476770	0.225249	-4.799174	361.584295	0.217434
0.720000	4.605733	331.524117	0.225287	-4.760659	361.480814	0.217432
0.730000	4.619955	331.582902	0.225328	-4.712763	361.390413	0.217421
0.740000	4.618873	331.639034	0.225331	-4.664781	361.346780	0.217399
0.750000	4.607208	331.688150	0.225269	-4.631133	361.367575	0.217367
0.760000	4.590903	331.738366	0.225143	-4.626107	361.443609	0.217322
0.770000	4.576332	331.803725	0.224979	-4.657599	361.542056	0.217260
0.780000	4.569204	331.892730	0.224816	-4.723047	361.622781	0.217183
0.790000	4.573250	331.998539	0.224693	-4.809332	361.658426	0.217097
0.800000	4.589251	332.096333	0.224637	-4.896559	361.646628	0.217012
0.810000	4.614981	332.150349	0.224655	-4.964401	361.608125	0.216937
0.820000	4.646063	332.128771	0.224733	-4.998901	361.573509	0.216879
0.830000	4.677246	332.019898	0.224843	-4.997163	361.567695	0.216838
0.840000	4.703429	331.840334	0.224954	-4.967537	361.600836	0.216810
0.850000	4.720185	331.628758	0.225042	-4.924715	361.668703	0.216785
0.860000	4.723932	331.427190	0.225092	-4.882078	361.759387	0.216758
0.870000	4.712120	331.260534	0.225100	-4.845816	361.860974	0.216727
0.880000	4.683608	331.127381	0.225072	-4.814605	361.966664	0.216692
0.890000	4.639227	331.007928	0.225017	-4.785030	362.076666	0.216654
0.900000	4.582365	330.883209	0.224949	-4.758643	362.197501	0.216612
0.910000	4.519305	330.752047	0.224880	-4.744938	362.339017	0.216565
0.920000	4.458767	330.633961	0.224818	-4.757170	362.509314	0.216508
0.930000	4.410114	330.556033	0.224767	-4.803371	362.708733	0.216440
0.940000	4.380391	330.532641	0.224727	-4.879098	362.925564	0.216358
0.950000	4.371470	330.551734	0.224689	-4.967674	363.136462	0.216267
0.960000	4.379240	330.577130	0.224642	-5.048043	363.312987	0.216171
0.970000	4.395789	330.566113	0.224580	-5.104489	363.432406	0.216081
0.980000	4.413503	330.491855	0.224503	-5.131425	363.487838	0.216007
0.990000	4.428350	330.357062	0.224420	-5.131318	363.492020	0.215954
1.000000	4.440142	330.190801	0.224348	-5.109674	363.471919	0.215924
1.010000	4.449850	330.030984	0.224301	-5.072427	363.456694	0.215911
1.020000	4.456298	329.903464	0.224285	-5.027088	363.465814	0.215910
1.030000	4.455024	329.810101	0.224296	-4.984238	363.503989	0.215915
1.040000	4.440326	329.732347	0.224318	-4.955441	363.564987	0.215928
1.050000	4.409154	329.647982	0.224332	-4.947494	363.640803	0.215951
1.060000	4.364243	329.550974	0.224327	-4.957070	363.730049	0.215990
1.070000	4.314408	329.461597	0.224301	-4.970258	363.840677	0.216047
1.080000	4.271779	329.418158	0.224268	-4.968192	363.985354	0.216121
1.090000	4.247519	329.452252	0.224246	-4.935894	364.171092	0.216210
1.100000	4.248310	329.560943	0.224250	-4.869648	364.387958	0.216312
1.110000	4.275174	329.693803	0.224287	-4.779357	364.603870	0.216422
1.120000	4.324677	329.765777	0.224353	-4.684928	364.771469	0.216530
1.130000	4.391224	329.691996	0.224433	-4.608307	364.847232	0.216625
1.140000	4.468861	329.427317	0.224512	-4.564492	364.814865	0.216697
1.150000	4.551805	328.990147	0.224577	-4.555595	364.700141	0.216744
1.160000	4.633975	328.458887	0.224626	-4.571051	364.567106	0.216774
1.170000	4.708462	327.944061	0.224666	-4.594140	364.495080	0.216802
1.180000	4.767859	327.550501	0.224710	-4.611141	364.546406	0.216844
1.190000	4.805754	327.345840	0.224774	-4.617483	364.739909	0.216906
1.200000	4.818858	327.345107	0.224867	-4.617019	365.041811	0.216982
1.210000	4.808565	327.512609	0.224988	-4.615260	365.377061	0.217059
1.220000	4.780885	327.776872	0.225123	-4.611754	365.655076	0.217120
1.230000	4.744658	328.053066	0.225251	-4.597543	365.799020	0.217159
