time (s)	paretic Fap (N)	paretic Fvert (N)	paretic CPap (m)	non-paretic Fap (N)	non-paretic Fvert (N)	non-paretic CPap (m)
0.000000	10.332326	193.861725	0.233897	-12.009007	372.767639	0.210299
0.010000	10.015682	194.238342	0.233966	-12.301266	373.523437	0.210476
0.020000	10.140867	193.809372	0.233924	-12.168861	373.179901	0.210692
0.030000	10.249943	193.784241	0.233915	-11.979404	373.433197	0.210884
0.040000	10.097605	193.982483	0.234047	-12.057987	374.046295	0.211173
0.050000	10.187811	193.980942	0.233876	-11.907282	374.022003	0.211409
0.060000	10.114173	194.191772	0.234039	-11.852920	374.589722	0.211752
0.070000	10.283080	193.688248	0.233914	-11.573040	374.011505	0.211915
0.080000	10.038694	194.084457	0.234090	-11.785103	374.848755	0.212248
0.090000	10.214505	193.546814	0.234310	-11.537517	374.325562	0.212451
0.100000	10.212204	193.439835	0.234185	-11.468624	374.219177	0.212664
0.110000	10.145009	193.426697	0.234258	-11.569811	374.300293	0.212902
0.120000	10.189652	193.171906	0.234293	-11.407266	374.226898	0.213004
0.130000	10.121997	193.392548	0.234463	-11.441174	374.584991	0.213256
0.140000	10.324502	192.883331	0.234349	-11.258714	374.083099	0.213256
0.150000	10.074593	193.747986	0.234567	-11.493920	374.710510	0.213547
0.160000	10.264211	193.323044	0.234492	-11.281319	374.342102	0.213542
0.170000	10.208982	193.514038	0.234325	-11.311460	374.468689	0.213606
0.180000	10.209442	193.744324	0.234568	-11.328684	374.461975	0.213661
0.190000	10.254545	193.635712	0.234393	-11.221037	374.247803	0.213642
0.200000	10.172163	193.880630	0.234453	-11.347522	374.430054	0.213671
0.210000	10.481903	193.615570	0.234489	-11.067104	373.675262	0.213630
0.220000	10.141788	194.269012	0.234580	-11.443327	374.351257	0.213644
0.230000	10.350275	193.978165	0.234512	-11.331913	373.764709	0.213465
0.240000	10.294586	194.326141	0.234610	-11.337296	373.805695	0.213386
0.250000	10.396298	194.395630	0.234500	-11.309308	373.637177	0.213288
0.260000	10.343832	194.311340	0.234394	-11.349674	373.557220	0.213212
0.270000	10.322201	194.487473	0.234590	-11.370127	373.713501	0.213084
0.280000	10.542654	194.054001	0.234534	-11.254408	373.166504	0.212918
0.290000	10.240278	194.686478	0.234540	-11.602105	373.883118	0.212830
0.300000	10.490187	194.401840	0.234629	-11.403498	373.372711	0.212666
0.310000	10.435419	194.676163	0.234480	-11.589725	373.455688	0.212519
0.320000	10.384792	194.531921	0.234434	-11.603720	373.205811	0.212317
0.330000	10.496631	194.789551	0.234420	-11.560661	373.146576	0.212178
0.340000	10.395378	194.857956	0.234395	-11.835697	373.023712	0.212067
0.350000	10.526546	194.536118	0.234292	-11.517065	372.458344	0.211734
0.360000	10.270654	195.155258	0.234370	-11.915355	373.068817	0.211807
0.370000	10.436339	194.773849	0.234158	-11.526215	372.649231	0.211495
0.380000	10.332326	195.162033	0.234094	-11.948188	372.785736	0.211334
0.390000	10.374208	195.227127	0.234066	-11.727513	372.535187	0.211154
0.400000	10.281240	195.384171	0.233931	-11.869067	372.881226	0.210920
0.410000	10.294586	195.448227	0.233880	-11.936346	372.825745	0.210675
0.420000	10.403202	195.181946	0.233714	-11.778645	372.493439	0.210366
0.430000	10.195635	195.866547	0.233747	-12.094586	373.063293	0.210149
0.440000	10.298728	195.454086	0.233551	-12.014390	372.394440	0.209852
0.450000	10.233375	195.703201	0.233601	-12.073595	372.467316	0.209763
0.460000	10.312535	195.360474	0.233440	-11.969178	371.920013	0.209575
0.470000	10.179527	195.465515	0.233427	-12.145180	371.820221	0.209372
0.480000	10.207141	195.548126	0.233348	-12.089203	371.521637	0.209304
0.490000	10.255466	195.431885	0.233147	-11.998780	371.354767	0.209033
0.500000	9.977483	196.167892	0.233116	-12.298038	372.201141	0.208919
0.510000	10.107269	196.125046	0.233018	-12.140874	371.970734	0.208744
0.520000	9.967358	196.646179	0.232918	-12.349707	372.417297	0.208556
0.530000	10.022125	196.516800	0.232787	-12.209229	372.041656	0.208371
0.540000	9.942965	196.838638	0.232825	-12.418600	372.380768	0.208337
0.550000	9.954471	196.500732	0.232815	-12.265205	371.923157	0.208249
0.560000	10.014762	196.095505	0.232529	-12.273817	371.210144	0.208073
0.570000	9.725733	196.419479	0.232684	-12.479959	371.416931	0.208191
0.580000	9.907066	195.903305	0.232569	-12.380386	370.805359	0.208045
0.590000	9.788785	196.327698	0.232647	-12.504180	370.966797	0.208045
0.600000	10.056183	196.300766	0.232564	-12.344863	370.589661	0.208100
0.610000	9.861043	196.990585	0.232619	-12.458431	371.042542	0.208156
0.620000	9.947107	197.107574	0.232456	-12.366931	370.869843	0.208173
0.630000	10.133043	197.215393	0.232386	-12.140335	370.724701	0.208182
0.640000	9.844014	197.865067	0.232330	-12.342710	371.253021	0.208336
0.650000	10.029950	197.715515	0.232252	-12.061215	370.651733	0.208344
0.660000	9.908907	198.057770	0.232377	-12.243676	370.872009	0.208438
0.670000	10.020285	197.677231	0.232210	-11.842156	370.304504	0.208475
0.680000	9.822383	197.850281	0.232306	-12.193621	370.566711	0.208621
0.690000	9.992670	197.772369	0.232389	-11.863147	370.146423	0.208732
0.700000	10.065388	197.539383	0.232253	-11.756577	369.649475	0.208827
0.710000	9.867486	197.860077	0.232288	-11.981557	370.132080	0.208910
0.720000	10.125218	197.585709	0.232406	-11.817398	369.736267	0.208933
0.730000	9.996813	197.911209	0.232460	-12.023540	369.942566	0.208939
0.740000	10.164800	197.486725	0.232166	-11.887906	369.720245	0.208851
0.750000	9.953090	198.309998	0.232452	-12.155945	370.269012	0.208886
0.760000	10.160657	197.978378	0.232261	-11.979404	369.979736	0.208885
0.770000	10.128901	197.910004	0.232135	-11.904591	369.829742	0.208814
0.780000	10.068150	198.139191	0.232308	-12.102121	370.419220	0.208851
0.790000	10.153294	197.929245	0.232172	-11.874988	370.251038	0.208808
0.800000	10.006477	198.192322	0.232134	-12.147333	370.678741	0.208755
0.810000	10.219108	197.828033	0.232049	-11.796945	370.088501	0.208622
0.820000	9.957232	198.201126	0.232141	-12.146795	370.785614	0.208595
